"max_time_from_url","to_url","minimum_time","maximum_time","average_time","test_count","minimum_timestamp","maximum_timestamp","last_timestamp"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4450&doing_wp_cron=1716098875.8094849586486816406250","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1000&jobid=4615","1.434","27.597","5.936",8,"2024-05-21 18:29:42","2024-05-22 02:53:25","2024-05-22 10:34:43"
"https://missionnext.org/homepage/supporter/volunteer/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=3470","1.947","25.27","5.933",8,"2024-05-21 09:32:02","2024-05-22 02:51:20","2024-05-22 10:33:27"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4878","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4855","2.368","27.441","5.889",9,"2024-05-21 10:19:53","2024-05-21 17:20:24","2024-05-22 09:20:39"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4900","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1056&jobid=4903","1.46","27.371","5.875",8,"2024-05-22 10:24:22","2024-05-22 02:40:24","2024-05-22 10:24:22"
"https://missionnext.org/we-should-obey-him/","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1328&view_all=Y","1.852","27.092","5.873",7,"2024-05-21 11:50:42","2024-05-22 10:15:57","2024-05-22 10:15:57"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4740","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1056&jobid=4039","2.454","27.614","5.873",8,"2024-05-21 11:37:31","2024-05-21 15:16:22","2024-05-22 09:52:26"
"https://missionnext.org/education-jobs-detail/?group=1348&jobid=4770&doing_wp_cron=1716121448.2743771076202392578125","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1056&jobid=4595","2.199","27.937","5.86",8,"2024-05-21 22:45:06","2024-05-22 02:49:28","2024-05-22 10:32:26"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4103","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1378&jobid=4857","2.441","27.925","5.844",8,"2024-05-21 22:34:07","2024-05-22 02:34:22","2024-05-22 10:20:47"
"https://missionnext.org/god-of-comfort-and-convenience/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=3464","2.6","25.916","5.844",8,"2024-05-21 11:14:32","2024-05-22 02:55:21","2024-05-22 10:35:51"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4168","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4466","2.327","29.849","5.83",9,"2024-05-21 11:25:06","2024-05-21 17:29:24","2024-05-22 09:26:05"
"https://missionnext.org/homepage/about/missionnext-strategic-partners/become-a-strategic-partner/","https://missionnext.org/?p=84","0.797","30.596","5.821",8,"2024-05-21 15:37:44","2024-05-22 02:37:25","2024-05-22 10:22:33"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4460","https://missionnext.org/?p=31529","1.408","28.488","5.806",8,"2024-05-21 09:35:16","2024-05-22 02:56:22","2024-05-22 10:36:27"
"https://missionnext.org/education-jobs-detail/?group=1341&view_all=Y","https://missionnext.org/?p=29669","1.383","29.202","5.777",8,"2024-05-21 17:48:38","2024-05-21 15:11:23","2024-05-22 09:48:49"
"https://missionnext.org/supporter/","https://missionnext.org/education-jobs-detail/?group=1326&view_all=Y","2.349","27.358","5.719",8,"2024-05-21 09:27:03","2024-05-22 02:43:26","2024-05-22 10:26:21"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4907","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4446","2.348","28.084","5.714",9,"2024-05-21 14:52:40","2024-05-21 17:27:24","2024-05-22 09:25:02"
"https://missionnext.org/education-jobs-detail/?group=1411&jobid=4634","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1062&jobid=4280","1.572","27.252","5.7",8,"2024-05-21 15:44:38","2024-05-22 02:48:22","2024-05-22 10:31:37"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4767","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4861","1.618","26.956","5.694",8,"2024-05-21 15:43:29","2024-05-22 02:46:22","2024-05-22 10:28:01"
"https://missionnext.org/2020/06/21/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007&jobid=1863","2.051","27.28","5.683",8,"2024-05-21 22:09:29","2024-05-21 15:10:25","2024-05-22 09:48:16"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2451&doing_wp_cron=1716103569.1278750896453857421875","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1006&jobid=994","1.84","27.655","5.65",8,"2024-05-22 09:48:08","2024-05-21 17:47:26","2024-05-22 09:48:08"
"https://missionnext.org/education-jobs-detail/?group=1348&doing_wp_cron=1716121375.6110661029815673828125","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2448","2.477","26.396","5.616",9,"2024-05-21 11:32:06","2024-05-21 15:07:24","2024-05-22 09:40:55"
"https://missionnext.org/work-mission-field/","https://missionnext.org/?p=31720","1.476","29.109","5.601",9,"2024-05-21 14:45:51","2024-05-21 17:13:23","2024-05-22 09:16:44"
"https://missionnext.org/homepage/donate-here/","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1340&jobid=4300","1.811","27.935","5.584",8,"2024-05-21 11:39:09","2024-05-21 15:19:23","2024-05-22 09:54:18"
"https://missionnext.org/2020/04/19/","https://missionnext.org/?p=30549","0.75","27.771","5.581",8,"2024-05-21 09:29:31","2024-05-22 02:47:24","2024-05-22 10:30:50"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=3208&doing_wp_cron=1716101542.0762031078338623046875","1.874","23.92","5.537",8,"2024-05-21 10:47:45","2024-05-22 10:07:23","2024-05-22 10:07:23"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4471","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1061&jobid=4810","1.292","24.894","5.504",8,"2024-05-21 09:26:13","2024-05-22 02:42:20","2024-05-22 10:25:39"
"https://missionnext.org/2017/12/06/","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1381&jobid=4771","2.071","25.153","5.504",8,"2024-05-22 02:59:33","2024-05-21 15:52:20","2024-05-22 10:38:21"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007","https://missionnext.org/education-jobs-detail/?group=1383&view_all=Y","1.774","25.642","5.489",8,"2024-05-21 15:07:54","2024-05-21 17:45:20","2024-05-22 09:41:26"
"https://missionnext.org/surprised-by-jesus/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1061&jobid=4813","1.646","27.253","5.424",8,"2024-05-21 11:32:44","2024-05-21 15:08:22","2024-05-22 09:41:29"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4808","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1340&jobid=3753","1.913","26.976","5.41",8,"2024-05-21 11:38:37","2024-05-21 15:18:23","2024-05-22 09:53:41"
"https://missionnext.org/2019/09/22/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4164","2.047","26.728","5.391",8,"2024-05-21 18:12:31","2024-05-22 02:24:23","2024-05-22 10:18:15"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1054&jobid=4578&doing_wp_cron=1716095528.7893130779266357421875","https://missionnext.org/education-jobs-detail/?group=1340&jobid=3753","1.781","26.788","5.386",9,"2024-05-21 11:25:28","2024-05-21 14:55:21","2024-05-22 09:26:34"
"https://missionnext.org/?p=30503","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1057&jobid=4797","1.734","26.863","5.377",8,"2024-05-22 10:19:15","2024-05-22 02:32:21","2024-05-22 10:19:15"
"https://missionnext.org/who-me/","https://missionnext.org/education-jobs-detail/?group=1347&jobid=4838","1.974","27.098","5.311",9,"2024-05-21 10:18:52","2024-05-21 17:18:22","2024-05-22 09:19:33"
"https://missionnext.org/category/founders-blog-archive/careers-missions-2/page/3/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2890","1.899","23.021","5.308",8,"2024-05-21 22:25:05","2024-05-21 23:34:01","2024-05-22 10:10:28"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4463&doing_wp_cron=1716097449.6738688945770263671875","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1060&jobid=4869","1.669","25.869","5.306",8,"2024-05-21 11:35:05","2024-05-21 15:12:23","2024-05-22 09:49:23"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007&jobid=4186&doing_wp_cron=1716095048.4012000560760498046875","https://missionnext.org/?p=55053","2.607","9.108","5.297",9,"2024-05-21 08:27:30","2024-05-21 15:04:50","2024-05-22 09:39:31"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1006&jobid=4743","https://missionnext.org/?p=54469","0.791","26.703","5.292",9,"2024-05-21 10:27:50","2024-05-21 14:59:20","2024-05-22 09:35:54"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4430","https://missionnext.org/education-jobs-detail/?group=1359&jobid=4851","1.653","26.448","5.286",9,"2024-05-22 09:22:50","2024-05-21 17:24:22","2024-05-22 09:22:50"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=2577&doing_wp_cron=1716100735.2409200668334960937500","https://missionnext.org/?p=3467","1.209","28.201","5.261",8,"2024-05-21 12:05:04","2024-05-22 02:50:26","2024-05-22 10:32:58"
"https://missionnext.org/2020/01/05/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1056&jobid=1210","2.098","25.509","5.236",8,"2024-05-21 23:26:17","2024-05-21 15:20:24","2024-05-22 09:55:04"
"https://missionnext.org/homepage/sender/school-pricing/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007&jobid=4189","1.879","27.612","5.226",9,"2024-05-21 22:02:32","2024-05-21 17:35:22","2024-05-22 09:35:58"
"https://missionnext.org/your-family-and-missions-2/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1054&jobid=4852","1.079","26.615","5.197",8,"2024-05-21 10:35:15","2024-05-21 17:48:22","2024-05-22 09:48:34"
"https://missionnext.org/draw-near-to-god-and-he-will-draw-near-to-you/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4609","2.054","24.23","5.187",8,"2024-05-21 22:39:15","2024-05-22 02:41:19","2024-05-22 10:24:56"
"https://missionnext.org/missions-overseas-or-home/","https://missionnext.org/?p=29899","1.058","26.949","5.152",8,"2024-05-21 11:36:39","2024-05-21 17:53:22","2024-05-22 09:51:29"
"https://missionnext.org/?p=32160","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007&jobid=2898","1.959","28.027","5.129",9,"2024-05-21 08:19:39","2024-05-22 09:24:30","2024-05-22 09:24:30"
"https://missionnext.org/?p=32389","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1060&jobid=3677","1.653","26.467","5.119",9,"2024-05-21 11:23:53","2024-05-21 14:52:21","2024-05-22 09:24:40"
"https://missionnext.org/2020/06/14/","https://missionnext.org/education-jobs-detail/?group=1360&jobid=4887","1.561","28.251","5.115",9,"2024-05-21 23:11:20","2024-05-21 15:05:24","2024-05-22 09:39:40"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2449","https://missionnext.org/?p=31362","1.027","30.14","5.111",8,"2024-05-21 09:35:47","2024-05-22 02:57:25","2024-05-22 10:37:01"
"https://missionnext.org/education-jobs-detail/?group=1347&jobid=4847","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1055&jobid=4529","1.194","25.82","5.097",8,"2024-05-21 11:36:28","2024-05-21 15:14:22","2024-05-22 09:51:17"
"https://missionnext.org/education-jobs-detail/?group=1365","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4425","1.149","29.051","5.096",9,"2024-05-21 11:20:37","2024-05-21 17:19:25","2024-05-22 09:20:08"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2448","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1005&jobid=4781","2.003","26.332","5.077",9,"2024-05-21 11:32:08","2024-05-21 17:44:22","2024-05-22 09:40:57"
"https://missionnext.org/walk-with-the-king-today/","https://missionnext.org/?p=58468","1.31","26.755","5.068",8,"2024-05-21 11:56:15","2024-05-22 02:36:22","2024-05-22 10:21:59"
"https://missionnext.org/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1055&jobid=4790","1.113","28.034","5.059",9,"2024-05-21 08:51:34","2024-05-21 15:04:24","2024-05-22 09:39:08"
"https://missionnext.org/?p=33808","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1057&jobid=295","1.737","27.557","5.009",9,"2024-05-21 08:34:34","2024-05-21 17:15:22","2024-05-22 09:17:50"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1347","https://missionnext.org/?p=27435","1.026","28.548","4.984",8,"2024-05-21 11:53:19","2024-05-22 02:31:39","2024-05-22 10:19:00"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1054&jobid=4868","https://missionnext.org/?p=30436","1.462","28.167","4.975",8,"2024-05-21 18:16:05","2024-05-22 02:35:22","2024-05-22 10:21:21"
"https://missionnext.org/education-jobs-detail/?group=1332&view_all=Y","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1055&view_all=Y","1.687","26.966","4.953",9,"2024-05-21 22:01:14","2024-05-21 14:57:22","2024-05-22 09:27:59"
"https://missionnext.org/?p=55065","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1006&jobid=1034","1.795","26.857","4.941",9,"2024-05-21 15:04:35","2024-05-21 17:41:22","2024-05-22 09:39:21"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1001&jobid=4763","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1057&view_all=Y","1.375","26.33","4.914",9,"2024-05-21 10:22:59","2024-05-21 17:26:20","2024-05-22 09:23:57"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1347&jobid=4838","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1061&view_all=Y","1.68","26.851","4.906",9,"2024-05-21 21:59:03","2024-05-21 17:28:21","2024-05-22 09:25:31"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=3918","https://missionnext.org/journey-jobs/","1.152","29.137","4.906",8,"2024-05-21 11:06:31","2024-05-22 02:44:26","2024-05-22 10:26:53"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1383&jobid=4556&doing_wp_cron=1716116291.7580509185791015625000","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1005&jobid=4780","1.733","25.349","4.832",9,"2024-05-21 17:33:47","2024-05-21 14:58:21","2024-05-22 09:35:19"
"https://missionnext.org/education-jobs-detail/?group=1000","https://missionnext.org/?p=32303","1.158","26.37","4.828",9,"2024-05-22 09:40:25","2024-05-21 17:43:22","2024-05-22 09:40:25"
"https://missionnext.org/be-interrupted/","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4178","1.651","26.832","4.815",9,"2024-05-21 11:22:22","2024-05-21 17:23:24","2024-05-22 09:22:18"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1007&jobid=3458&doing_wp_cron=1716095109.1213541030883789062500","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1067","1.441","25.678","4.779",9,"2024-05-21 15:02:45","2024-05-21 17:39:20","2024-05-22 09:38:13"
"https://missionnext.org/education-jobs-detail/?group=1348&jobid=4769","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1053&view_all=Y","1.295","26.616","4.739",9,"2024-05-21 08:22:07","2024-05-21 14:56:21","2024-05-22 09:27:15"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4589","https://missionnext.org/homepage/about/positions-with-missionnext-php-programmer/","0.43","30.567","4.717",8,"2024-05-21 08:54:50","2024-05-22 09:42:32","2024-05-22 09:42:32"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=3350&view_all=Y","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1062&jobid=1884","1.721","25.95","4.707",9,"2024-05-21 21:59:27","2024-05-21 14:54:22","2024-05-22 09:25:58"
"https://missionnext.org/education-jobs-detail/?group=1411&jobid=4766","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1332","2.686","7.426","4.688",9,"2024-05-21 22:52:17","2024-05-21 08:12:32","2024-05-22 09:16:39"
"https://missionnext.org/homepage/goer/","https://missionnext.org/?p=69419","0.971","26.574","4.686",9,"2024-05-21 14:47:06","2024-05-21 17:16:22","2024-05-22 09:18:22"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=4583","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1006&jobid=4788","1.508","25.813","4.669",9,"2024-05-22 09:21:06","2024-05-21 17:21:20","2024-05-22 09:21:06"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1059&jobid=4470","https://missionnext.org/?p=41542","1.154","27.62","4.614",9,"2024-05-21 11:21:54","2024-05-21 17:22:23","2024-05-22 09:21:45"
"https://missionnext.org/jesus-expectation-watch-and-pray/?doing_wp_cron=1716106233.3588490486145019531250","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4730&doing_wp_cron=1716117597.4634099006652832031250","2.537","7.869","4.53",8,"2024-05-21 15:24:06","2024-05-21 11:43:24","2024-05-22 09:59:49"
"https://missionnext.org/youre-hired/?doing_wp_cron=1716106643.6277880668640136718750","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1347&jobid=2330","2.456","15.589","4.468",9,"2024-05-21 14:57:50","2024-05-22 09:35:10","2024-05-22 09:35:10"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4811&doing_wp_cron=1716100988.5488569736480712890625","https://missionnext.org/?p=30495","1.145","25.135","4.428",9,"2024-05-21 22:04:03","2024-05-21 17:38:20","2024-05-22 09:37:32"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1066&jobid=2575","https://missionnext.org/?p=32477","1.211","26.183","4.42",9,"2024-05-21 11:25:54","2024-05-21 17:31:21","2024-05-22 09:27:05"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1060&jobid=4873","https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1065&jobid=4811","1.749","20.495","4.409",8,"2024-05-21 22:11:05","2024-05-21 17:50:15","2024-05-22 09:49:40"
"https://missionnext.org/an-open-letter-to-my-previous-self-before-entering-the-mission-field/?doing_wp_cron=1716091272.7321500778198242187500","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1382&jobid=4883","2.788","11.318","4.372",8,"2024-05-21 17:51:56","2024-05-22 09:50:53","2024-05-22 09:50:53"
"https://missionnext.org/you-are-a-special-treasure/","https://missionnext.org/2023/05/25/","0.587","28.8","4.352",8,"2024-05-22 10:23:05","2024-05-22 02:38:23","2024-05-22 10:23:05"
"https://missionnext.org/homepage/goer/positions/journey-jobs/journey-jobs-detail/?group=1005&jobid=4781&doing_wp_cron=1716093728.7476229667663574218750","https://missionnext.org/unexpected-answers-to-prayer/","0.811","28.23","4.224",9,"2024-05-21 11:28:44","2024-05-21 17:37:23","2024-05-22 09:37:05"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1340","https://missionnext.org/appointed-2/","0.849","28.777","4.219",9,"2024-05-21 11:23:15","2024-05-21 17:25:23","2024-05-22 09:23:22"
"https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1373&view_all=Y","https://missionnext.org/?p=40458","0.91","25.226","4.206",9,"2024-05-21 11:29:52","2024-05-21 15:03:20","2024-05-22 09:38:25"
"https://missionnext.org/education-jobs-detail/?group=1411&jobid=4843","https://missionnext.org/category/founders-blog-archive/following-jesus-2/","0.672","27.299","4.148",9,"2024-05-22 09:37:39","2024-05-21 15:02:21","2024-05-22 09:37:39"
"https://missionnext.org/youre-hired/?doing_wp_cron=1716106615.8868410587310791015625","https://missionnext.org/homepage/goer/positions/education-jobs/education-jobs-detail/?group=1411&jobid=4900&doing_wp_cron=1716117250.4627099037170410156250","3.066","6.299","4.115",8,"2024-05-22 02:57:48","2024-05-21 18:33:14","2024-05-22 10:37:25"
